;Rank;Guild;Realm;ItemsLvl;name;class;faction;gender;race;url_with_background;url_character;ID
6460;6461; ;Sylvanas;479.06;Ibuprofene;priest;alliance;MALE;worgen;https://render-eu.worldofwarcraft.com/character/sylvanas/189/225861053-main.jpg;https://render-eu.worldofwarcraft.com/character/sylvanas/189/225861053-main-raw.png;ibuprofene-sylvanas
3596;3597; ;Outland;479.69;Icantseeyou;monk;horde;FEMALE;orc;https://render-eu.worldofwarcraft.com/character/outland/197/169612229-main.jpg;https://render-eu.worldofwarcraft.com/character/outland/197/169612229-main-raw.png;icantseeyou-outland
11821;11822;Trident;Ravencrest;477.56;Icarryyou;druid;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/ravencrest/22/68748822-main.jpg;https://render-eu.worldofwarcraft.com/character/ravencrest/22/68748822-main-raw.png;icarryyou-ravencrest
18136;18137;Rejects;Draenor;476.44;Icconz;warlock;horde;MALE;orc;https://render-eu.worldofwarcraft.com/character/draenor/139/134316939-main.jpg;https://render-eu.worldofwarcraft.com/character/draenor/139/134316939-main-raw.png;icconz-draenor
1926;1927;Plutonen;Tarren Mill;480.25;Icecoldfish;druid;horde;FEMALE;troll;https://render-eu.worldofwarcraft.com/character/tarren-mill/203/163431371-main.jpg;https://render-eu.worldofwarcraft.com/character/tarren-mill/203/163431371-main-raw.png;icecoldfish-tarren mill
5304;5305; ;Kazzak;479.25;Icelatte;death-knight;horde;FEMALE;orc;https://render-eu.worldofwarcraft.com/character/kazzak/205/146970317-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/205/146970317-main-raw.png;icelatte-kazzak
39789;39790;Army Of The Night;Outland;473.69;Icemen;priest;alliance;MALE;human;https://render-eu.worldofwarcraft.com/character/outland/67/162371-main.jpg;https://render-eu.worldofwarcraft.com/character/outland/67/162371-main-raw.png;icemen-outland
4728;4729; ;Kazzak;479.38;Icestôrm;mage;horde;MALE;vulpera;https://render-eu.worldofwarcraft.com/character/kazzak/210/183548626-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/210/183548626-main-raw.png;icestôrm-kazzak
6094;6095;Exploding Sheep;Sylvanas;479.13;Icevoid;mage;alliance;MALE;void-elf;https://render-eu.worldofwarcraft.com/character/sylvanas/188/218708412-main.jpg;https://render-eu.worldofwarcraft.com/character/sylvanas/188/218708412-main-raw.png;icevoid-sylvanas
13523;13524; ;Uldum;477.19;Ichirakü;demon-hunter;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/uldum/198/138108358-main.jpg;https://render-eu.worldofwarcraft.com/character/uldum/198/138108358-main-raw.png;ichirakü-uldum
39255;39256;Lords of the Zodiac;Bloodhoof;473.75;Ichtyor;mage;alliance;MALE;human;https://render-eu.worldofwarcraft.com/character/bloodhoof/159/94398879-main.jpg;https://render-eu.worldofwarcraft.com/character/bloodhoof/159/94398879-main-raw.png;ichtyor-bloodhoof
6673;6674; ;Blackrock;479.0;Icksdehse;paladin;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/blackrock/82/139143762-main.jpg;https://render-eu.worldofwarcraft.com/character/blackrock/82/139143762-main-raw.png;icksdehse-blackrock
40241;40242;Zïon;Silvermoon;473.63;Icydruid;druid;alliance;MALE;night-elf;https://render-eu.worldofwarcraft.com/character/silvermoon/179/169438643-main.jpg;https://render-eu.worldofwarcraft.com/character/silvermoon/179/169438643-main-raw.png;icydruid-silvermoon
23396;23397;Sanctus Pauci;Stormscale;475.69;Idaeus;death-knight;horde;MALE;orc;https://render-eu.worldofwarcraft.com/character/stormscale/10/117805834-main.jpg;https://render-eu.worldofwarcraft.com/character/stormscale/10/117805834-main-raw.png;idaeus-stormscale
14044;14045;Group Therapy;Les Clairvoyants;477.13;Ideny;mage;alliance;FEMALE;draenei;https://render-eu.worldofwarcraft.com/character/les-clairvoyants/156/72979100-main.jpg;https://render-eu.worldofwarcraft.com/character/les-clairvoyants/156/72979100-main-raw.png;ideny-les clairvoyants
9264;9265;Shadowmeld;Sylvanas;478.25;Idoc;paladin;alliance;FEMALE;dark-iron-dwarf;https://render-eu.worldofwarcraft.com/character/sylvanas/117/226178677-main.jpg;https://render-eu.worldofwarcraft.com/character/sylvanas/117/226178677-main-raw.png;idoc-sylvanas
37628;37572;Orgrimmar Brawlers..;Draenor;473.94;Idominateyou;paladin;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/draenor/188/109054140-main.jpg;https://render-eu.worldofwarcraft.com/character/draenor/188/109054140-main-raw.png;idominateyou-draenor
31235;31236;Olden Timers;Draenor;474.69;Idonodmg;demon-hunter;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/draenor/30/132249118-main.jpg;https://render-eu.worldofwarcraft.com/character/draenor/30/132249118-main-raw.png;idonodmg-draenor
12945;12946;Cakeman;Silvermoon;477.31;Idwoq;demon-hunter;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/silvermoon/77/143343437-main.jpg;https://render-eu.worldofwarcraft.com/character/silvermoon/77/143343437-main-raw.png;idwoq-silvermoon
751;752; ;Silvermoon;481.25;Iggi;paladin;alliance;MALE;human;https://render-eu.worldofwarcraft.com/character/silvermoon/19/185694995-main.jpg;https://render-eu.worldofwarcraft.com/character/silvermoon/19/185694995-main-raw.png;iggi-silvermoon
23380;23381;Stack or Spread;Burning Legion;475.69;Igii;demon-hunter;alliance;MALE;night-elf;https://render-eu.worldofwarcraft.com/character/burning-legion/253/153745149-main.jpg;https://render-eu.worldofwarcraft.com/character/burning-legion/253/153745149-main-raw.png;igii-burning legion
7849;7850;Enraged;Antonidas;478.75;Igneus;mage;alliance;MALE;kul-tiran;https://render-eu.worldofwarcraft.com/character/antonidas/19/71408659-main.jpg;https://render-eu.worldofwarcraft.com/character/antonidas/19/71408659-main-raw.png;igneus-antonidas
40323;40324;Green Mamba;Blackhand;473.63;Ignisdk;death-knight;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/blackhand/140/113404300-main.jpg;https://render-eu.worldofwarcraft.com/character/blackhand/140/113404300-main-raw.png;ignisdk-blackhand
20711;20712;Zero Impact;Blackrock;476.06;Ignitearrow;hunter;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/blackrock/167/147814823-main.jpg;https://render-eu.worldofwarcraft.com/character/blackrock/167/147814823-main-raw.png;ignitearrow-blackrock
22583;22584;Stand As One;Rexxar;475.81;Ignorank;rogue;alliance;MALE;worgen;https://render-eu.worldofwarcraft.com/character/rexxar/198/159919814-main.jpg;https://render-eu.worldofwarcraft.com/character/rexxar/198/159919814-main-raw.png;ignorank-rexxar
393;394; ;Twisting Nether;481.75;Igorekqwetwo;hunter;horde;FEMALE;tauren;https://render-eu.worldofwarcraft.com/character/twisting-nether/65/166111809-main.jpg;https://render-eu.worldofwarcraft.com/character/twisting-nether/65/166111809-main-raw.png;igorekqwetwo-twisting nether
36585;36586;The Origin;Draenor;474.06;Igotwings;paladin;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/draenor/68/120430404-main.jpg;https://render-eu.worldofwarcraft.com/character/draenor/68/120430404-main-raw.png;igotwings-draenor
765;766; ;Kazzak;481.19;Ihrbl;death-knight;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/kazzak/121/188248953-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/121/188248953-main-raw.png;ihrbl-kazzak
40388;39997;The Tormented;Tarren Mill;473.63;Iibarnard;shaman;horde;MALE;troll;https://render-eu.worldofwarcraft.com/character/tarren-mill/33/149135649-main.jpg;https://render-eu.worldofwarcraft.com/character/tarren-mill/33/149135649-main-raw.png;iibarnard-tarren mill
21236;21237;P a t h o g e n;Kazzak;475.94;Iights;paladin;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/kazzak/119/183896439-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/119/183896439-main-raw.png;iights-kazzak
34142;34143;Rewind;Draenor;474.38;Iiliderp;demon-hunter;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/draenor/227/106960611-main.jpg;https://render-eu.worldofwarcraft.com/character/draenor/227/106960611-main-raw.png;iiliderp-draenor
17815;17816;Order Of The Silve..;Draenor;476.44;Iinvi;monk;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/draenor/42/119547178-main.jpg;https://render-eu.worldofwarcraft.com/character/draenor/42/119547178-main-raw.png;iinvi-draenor
17480;17384;Rédemption;Moonglade;476.5;Iio;paladin;alliance;MALE;draenei;https://render-eu.worldofwarcraft.com/character/moonglade/238/151668718-main.jpg;https://render-eu.worldofwarcraft.com/character/moonglade/238/151668718-main-raw.png;iio-moonglade
28186;28187;Chillout Squad;Burning Legion;475.06;Iioke;demon-hunter;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/burning-legion/95/156031583-main.jpg;https://render-eu.worldofwarcraft.com/character/burning-legion/95/156031583-main-raw.png;iioke-burning legion
14393;14394;Synergia;Outland;477.06;Iisiaf;monk;alliance;FEMALE;void-elf;https://render-eu.worldofwarcraft.com/character/outland/160/184885408-main.jpg;https://render-eu.worldofwarcraft.com/character/outland/160/184885408-main-raw.png;iisiaf-outland
26800;26801; ;Twisting Nether;475.25;Ikarmaa;warlock;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/twisting-nether/148/151420820-main.jpg;https://render-eu.worldofwarcraft.com/character/twisting-nether/148/151420820-main-raw.png;ikarmaa-twisting nether
21122;21123; ;Hyjal;476.0;Ikazu;monk;horde;FEMALE;pandaren;https://render-eu.worldofwarcraft.com/character/hyjal/154/185086618-main.jpg;https://render-eu.worldofwarcraft.com/character/hyjal/154/185086618-main-raw.png;ikazu-hyjal
15513;15514;Orgrimmar Brawlers..;Draenor;476.88;Ikimmiee;hunter;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/draenor/73/132922697-main.jpg;https://render-eu.worldofwarcraft.com/character/draenor/73/132922697-main-raw.png;ikimmiee-draenor
7800;7801;Bingohallen;Ragnaros;478.75;Ikishîma;death-knight;horde;FEMALE;vulpera;https://render-eu.worldofwarcraft.com/character/ragnaros/117/155104885-main.jpg;https://render-eu.worldofwarcraft.com/character/ragnaros/117/155104885-main-raw.png;ikishîma-ragnaros
22023;22024;Me want Banana;Antonidas;475.88;Ikit;paladin;alliance;MALE;dark-iron-dwarf;https://render-eu.worldofwarcraft.com/character/antonidas/232/117324776-main.jpg;https://render-eu.worldofwarcraft.com/character/antonidas/232/117324776-main-raw.png;ikit-antonidas
14653;14654; ;Sanguino;477.0;Ikthul;priest;horde;MALE;undead;https://render-eu.worldofwarcraft.com/character/sanguino/21/159021077-main.jpg;https://render-eu.worldofwarcraft.com/character/sanguino/21/159021077-main-raw.png;ikthul-sanguino
5884;5885; ;Der Rat von Dalaran;479.13;Ikto;paladin;alliance;MALE;human;https://render-eu.worldofwarcraft.com/character/der-rat-von-dalaran/220/150361052-main.jpg;https://render-eu.worldofwarcraft.com/character/der-rat-von-dalaran/220/150361052-main-raw.png;ikto-der rat von dalaran
14186;14187;Theatre of Tragedy;Blackhand;477.13;Ilaira;mage;horde;FEMALE;troll;https://render-eu.worldofwarcraft.com/character/blackhand/134/118347910-main.jpg;https://render-eu.worldofwarcraft.com/character/blackhand/134/118347910-main-raw.png;ilaira-blackhand
36053;36054; ;Nemesis;474.13;Ilcurberian;death-knight;horde;MALE;undead;https://render-eu.worldofwarcraft.com/character/nemesis/251/77804283-main.jpg;https://render-eu.worldofwarcraft.com/character/nemesis/251/77804283-main-raw.png;ilcurberian-nemesis
36327;36328;RAIDZ;Nethersturm;474.13;Iledria;demon-hunter;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/nethersturm/174/123990446-main.jpg;https://render-eu.worldofwarcraft.com/character/nethersturm/174/123990446-main-raw.png;iledria-nethersturm
34037;34038;Tyrânts;Twisting Nether;474.38;Ilelean;demon-hunter;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/twisting-nether/234/163219946-main.jpg;https://render-eu.worldofwarcraft.com/character/twisting-nether/234/163219946-main-raw.png;ilelean-twisting nether
49875;49876;Convergence;Ragnaros;471.06;Ileryna;paladin;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/ragnaros/173/137192877-main.jpg;https://render-eu.worldofwarcraft.com/character/ragnaros/173/137192877-main-raw.png;ileryna-ragnaros
6542;6543; ;Blackrock;479.0;Ilijar;demon-hunter;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/blackrock/28/125159708-main.jpg;https://render-eu.worldofwarcraft.com/character/blackrock/28/125159708-main-raw.png;ilijar-blackrock
41509;41510;duality;Blackhand;473.5;Iliryandel;demon-hunter;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/blackhand/60/118903612-main.jpg;https://render-eu.worldofwarcraft.com/character/blackhand/60/118903612-main-raw.png;iliryandel-blackhand
1908;1909;From The Ashes;Bladefist;480.31;Illana;demon-hunter;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/bladefist/83/138031699-main.jpg;https://render-eu.worldofwarcraft.com/character/bladefist/83/138031699-main-raw.png;illana-bladefist
20087;20088;No Shame;Kazzak;476.13;Illen;demon-hunter;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/kazzak/95/147355487-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/95/147355487-main-raw.png;illen-kazzak
22164;22165;Nocturnal Supremacy;Twisting Nether;475.81;Illidanish;demon-hunter;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/twisting-nether/202/124550090-main.jpg;https://render-eu.worldofwarcraft.com/character/twisting-nether/202/124550090-main-raw.png;illidanish-twisting nether
2621;2622; ;Alleria;480.0;Illidorie;demon-hunter;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/alleria/2/130569474-main.jpg;https://render-eu.worldofwarcraft.com/character/alleria/2/130569474-main-raw.png;illidorie-alleria
32906;32907;Heaven;Khaz Modan;474.5;Illionas;paladin;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/khaz-modan/97/125473889-main.jpg;https://render-eu.worldofwarcraft.com/character/khaz-modan/97/125473889-main-raw.png;illionas-khaz modan
32303;32304;F A D E;Silvermoon;474.56;Illirage;demon-hunter;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/silvermoon/74/157170506-main.jpg;https://render-eu.worldofwarcraft.com/character/silvermoon/74/157170506-main-raw.png;illirage-silvermoon
44726;44727;Ghost Town;Burning Legion;473.06;Illizaki;demon-hunter;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/burning-legion/77/137837389-main.jpg;https://render-eu.worldofwarcraft.com/character/burning-legion/77/137837389-main-raw.png;illizaki-burning legion
6590;6591; ;Gilneas;479.0;Illsaron;demon-hunter;alliance;MALE;night-elf;https://render-eu.worldofwarcraft.com/character/gilneas/199/152854471-main.jpg;https://render-eu.worldofwarcraft.com/character/gilneas/199/152854471-main-raw.png;illsaron-gilneas
44060;44061;Amplexus;Tarren Mill;473.19;Illuin;hunter;horde;FEMALE;nightborne;https://render-eu.worldofwarcraft.com/character/tarren-mill/210/160507858-main.jpg;https://render-eu.worldofwarcraft.com/character/tarren-mill/210/160507858-main-raw.png;illuin-tarren mill
44271;44272;The Absolute State;Kazzak;473.13;Illusié;mage;horde;FEMALE;nightborne;https://render-eu.worldofwarcraft.com/character/kazzak/66/160251714-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/66/160251714-main-raw.png;illusié-kazzak
717;718; ;Well of Eternity;481.25;Illuvatar;druid;alliance;MALE;night-elf;https://render-eu.worldofwarcraft.com/character/pozzo-delleternita/79/119806031-main.jpg;https://render-eu.worldofwarcraft.com/character/pozzo-delleternita/79/119806031-main-raw.png;illuvatar-well of eternity
6218;6219; ;Bloodscalp;479.06;Illyasviel;priest;alliance;FEMALE;pandaren;https://render-eu.worldofwarcraft.com/character/bloodscalp/19/84015891-main.jpg;https://render-eu.worldofwarcraft.com/character/bloodscalp/19/84015891-main-raw.png;illyasviel-bloodscalp
2892;2893;Emergenesis;Blackrock;479.94;Illysannâ;demon-hunter;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/blackrock/200/138250696-main.jpg;https://render-eu.worldofwarcraft.com/character/blackrock/200/138250696-main-raw.png;illysannâ-blackrock
15119;15120;Carotte Mécanique;Hyjal;476.94;Illysiana;shaman;alliance;FEMALE;draenei;https://render-eu.worldofwarcraft.com/character/hyjal/232/166702056-main.jpg;https://render-eu.worldofwarcraft.com/character/hyjal/232/166702056-main-raw.png;illysiana-hyjal
17372;17373;Último Try;Tyrande;476.56;Ilmarinen;hunter;alliance;FEMALE;void-elf;https://render-eu.worldofwarcraft.com/character/tyrande/82/161900370-main.jpg;https://render-eu.worldofwarcraft.com/character/tyrande/82/161900370-main-raw.png;ilmarinen-tyrande
24053;24054;Coincidence;Blackhand;475.56;Iloveass;demon-hunter;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/blackhand/78/113418318-main.jpg;https://render-eu.worldofwarcraft.com/character/blackhand/78/113418318-main-raw.png;iloveass-blackhand
39404;39405;Retry;Blackmoore;473.75;Iloveylena;demon-hunter;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/blackmoore/183/147528631-main.jpg;https://render-eu.worldofwarcraft.com/character/blackmoore/183/147528631-main-raw.png;iloveylena-blackmoore
40753;40754;Moments;Silvermoon;473.56;Ilutic;mage;alliance;MALE;human;https://render-eu.worldofwarcraft.com/character/silvermoon/70/175019846-main.jpg;https://render-eu.worldofwarcraft.com/character/silvermoon/70/175019846-main-raw.png;ilutic-silvermoon
